Rxn name	Rxn description	Formula	Gene-reaction association	Reversible	LB	UB	Objective
prot_P38113_exchange	prot_P38113_exchange	 <=> prot_P38113[c] 		1	  0.00	   Inf	  0.00
prot_P38115_exchange	prot_P38115_exchange	 <=> prot_P38115[c] 		1	  0.00	   Inf	  0.00
prot_P38122_exchange	prot_P38122_exchange	 <=> prot_P38122[c] 		1	  0.00	   Inf	  0.00
prot_P38130_exchange	prot_P38130_exchange	 <=> prot_P38130[c] 		1	  0.00	   Inf	  0.00
prot_P38131_exchange	prot_P38131_exchange	 <=> prot_P38131[c] 		1	  0.00	   Inf	  0.00
prot_P38139_exchange	prot_P38139_exchange	 <=> prot_P38139[c] 		1	  0.00	   Inf	  0.00
prot_P38143_exchange	prot_P38143_exchange	 <=> prot_P38143[c] 		1	  0.00	   Inf	  0.00
prot_P38145_exchange	prot_P38145_exchange	 <=> prot_P38145[c] 		1	  0.00	   Inf	  0.00
prot_P38158_exchange	prot_P38158_exchange	 <=> prot_P38158[c] 		1	  0.00	   Inf	  0.00
prot_P38169_exchange	prot_P38169_exchange	 <=> prot_P38169[c] 		1	  0.00	   Inf	  0.00
prot_P38211_exchange	prot_P38211_exchange	 <=> prot_P38211[c] 		1	  0.00	   Inf	  0.00
prot_P38221_exchange	prot_P38221_exchange	 <=> prot_P38221[c] 		1	  0.00	   Inf	  0.00
prot_P38226_exchange	prot_P38226_exchange	 <=> prot_P38226[c] 		1	  0.00	   Inf	  0.00
prot_P38286_exchange	prot_P38286_exchange	 <=> prot_P38286[c] 		1	  0.00	   Inf	  0.00
prot_P38287_exchange	prot_P38287_exchange	 <=> prot_P38287[c] 		1	  0.00	   Inf	  0.00
prot_P38298_exchange	prot_P38298_exchange	 <=> prot_P38298[c] 		1	  0.00	   Inf	  0.00
prot_P38342_exchange	prot_P38342_exchange	 <=> prot_P38342[c] 		1	  0.00	   Inf	  0.00
prot_P38426_exchange	prot_P38426_exchange	 <=> prot_P38426[c] 		1	  0.00	   Inf	  0.00
prot_P38427_exchange	prot_P38427_exchange	 <=> prot_P38427[c] 		1	  0.00	   Inf	  0.00
prot_P38604_exchange	prot_P38604_exchange	 <=> prot_P38604[c] 		1	  0.00	   Inf	  0.00
prot_P38620_exchange	prot_P38620_exchange	 <=> prot_P38620[c] 		1	  0.00	   Inf	  0.00
prot_P38625_exchange	prot_P38625_exchange	 <=> prot_P38625[c] 		1	  0.00	   Inf	  0.00
prot_P38627_exchange	prot_P38627_exchange	 <=> prot_P38627[c] 		1	  0.00	   Inf	  0.00
prot_P38628_exchange	prot_P38628_exchange	 <=> prot_P38628[c] 		1	  0.00	   Inf	  0.00
prot_P38631_exchange	prot_P38631_exchange	 <=> prot_P38631[c] 		1	  0.00	   Inf	  0.00
prot_P38635_exchange	prot_P38635_exchange	 <=> prot_P38635[c] 		1	  0.00	   Inf	  0.00
prot_P38689_exchange	prot_P38689_exchange	 <=> prot_P38689[c] 		1	  0.00	   Inf	  0.00
prot_P38697_exchange	prot_P38697_exchange	 <=> prot_P38697[c] 		1	  0.00	   Inf	  0.00
prot_P38703_exchange	prot_P38703_exchange	 <=> prot_P38703[c] 		1	  0.00	   Inf	  0.00
prot_P38705_exchange	prot_P38705_exchange	 <=> prot_P38705[c] 		1	  0.00	   Inf	  0.00
prot_P38707_exchange	prot_P38707_exchange	 <=> prot_P38707[c] 		1	  0.00	   Inf	  0.00
prot_P38708_exchange	prot_P38708_exchange	 <=> prot_P38708[c] 		1	  0.00	   Inf	  0.00
prot_P38710_exchange	prot_P38710_exchange	 <=> prot_P38710[c] 		1	  0.00	   Inf	  0.00
prot_P38714_exchange	prot_P38714_exchange	 <=> prot_P38714[c] 		1	  0.00	   Inf	  0.00
prot_P38715_exchange	prot_P38715_exchange	 <=> prot_P38715[c] 		1	  0.00	   Inf	  0.00
prot_P38720_exchange	prot_P38720_exchange	 <=> prot_P38720[c] 		1	  0.00	   Inf	  0.00
prot_P38787_exchange	prot_P38787_exchange	 <=> prot_P38787[c] 		1	  0.00	   Inf	  0.00
prot_P38790_exchange	prot_P38790_exchange	 <=> prot_P38790[c] 		1	  0.00	   Inf	  0.00
prot_P38791_exchange	prot_P38791_exchange	 <=> prot_P38791[c] 		1	  0.00	   Inf	  0.00
prot_P38795_exchange	prot_P38795_exchange	 <=> prot_P38795[c] 		1	  0.00	   Inf	  0.00
prot_P38812_exchange	prot_P38812_exchange	 <=> prot_P38812[c] 		1	  0.00	   Inf	  0.00
prot_P38816_exchange	prot_P38816_exchange	 <=> prot_P38816[c] 		1	  0.00	   Inf	  0.00
prot_P38840_exchange	prot_P38840_exchange	 <=> prot_P38840[c] 		1	  0.00	   Inf	  0.00
prot_P38858_exchange	prot_P38858_exchange	 <=> prot_P38858[c] 		1	  0.00	   Inf	  0.00
prot_P38891_exchange	prot_P38891_exchange	 <=> prot_P38891[c] 		1	  0.00	   Inf	  0.00
prot_P38913_exchange	prot_P38913_exchange	 <=> prot_P38913[c] 		1	  0.00	   Inf	  0.00
prot_P38954_exchange	prot_P38954_exchange	 <=> prot_P38954[c] 		1	  0.00	   Inf	  0.00
prot_P38972_exchange	prot_P38972_exchange	 <=> prot_P38972[c] 		1	  0.00	   Inf	  0.00
prot_P38986_exchange	prot_P38986_exchange	 <=> prot_P38986[c] 		1	  0.00	   Inf	  0.00
prot_P38992_exchange	prot_P38992_exchange	 <=> prot_P38992[c] 		1	  0.00	   Inf	  0.00
prot_P38994_exchange	prot_P38994_exchange	 <=> prot_P38994[c] 		1	  0.00	   Inf	  0.00
prot_P38998_exchange	prot_P38998_exchange	 <=> prot_P38998[c] 		1	  0.00	   Inf	  0.00
prot_P38999_exchange	prot_P38999_exchange	 <=> prot_P38999[c] 		1	  0.00	   Inf	  0.00
prot_P39002_exchange	prot_P39002_exchange	 <=> prot_P39002[c] 		1	  0.00	   Inf	  0.00
prot_P39006_exchange	prot_P39006_exchange	 <=> prot_P39006[c] 		1	  0.00	   Inf	  0.00
prot_P39104_exchange	prot_P39104_exchange	 <=> prot_P39104[c] 		1	  0.00	   Inf	  0.00
prot_P39105_exchange	prot_P39105_exchange	 <=> prot_P39105[c] 		1	  0.00	   Inf	  0.00
prot_P39111_exchange	prot_P39111_exchange	 <=> prot_P39111[c] 		1	  0.00	   Inf	  0.00
prot_P39518_exchange	prot_P39518_exchange	 <=> prot_P39518[c] 		1	  0.00	   Inf	  0.00
prot_P39522_exchange	prot_P39522_exchange	 <=> prot_P39522[c] 		1	  0.00	   Inf	  0.00
prot_P39525_exchange	prot_P39525_exchange	 <=> prot_P39525[c] 		1	  0.00	   Inf	  0.00
prot_P39540_exchange	prot_P39540_exchange	 <=> prot_P39540[c] 		1	  0.00	   Inf	  0.00
prot_P39683_exchange	prot_P39683_exchange	 <=> prot_P39683[c] 		1	  0.00	   Inf	  0.00
prot_P39692_exchange	prot_P39692_exchange	 <=> prot_P39692[c] 		1	  0.00	   Inf	  0.00
prot_P39708_exchange	prot_P39708_exchange	 <=> prot_P39708[c] 		1	  0.00	   Inf	  0.00
prot_P39714_exchange	prot_P39714_exchange	 <=> prot_P39714[c] 		1	  0.00	   Inf	  0.00
prot_P39726_exchange	prot_P39726_exchange	 <=> prot_P39726[c] 		1	  0.00	   Inf	  0.00
prot_P39954_exchange	prot_P39954_exchange	 <=> prot_P39954[c] 		1	  0.00	   Inf	  0.00
prot_P39976_exchange	prot_P39976_exchange	 <=> prot_P39976[c] 		1	  0.00	   Inf	  0.00
prot_P39988_exchange	prot_P39988_exchange	 <=> prot_P39988[c] 		1	  0.00	   Inf	  0.00
prot_P40009_exchange	prot_P40009_exchange	 <=> prot_P40009[c] 		1	  0.00	   Inf	  0.00
prot_P40012_exchange	prot_P40012_exchange	 <=> prot_P40012[c] 		1	  0.00	   Inf	  0.00
prot_P40015_exchange	prot_P40015_exchange	 <=> prot_P40015[c] 		1	  0.00	   Inf	  0.00
prot_P40017_exchange	prot_P40017_exchange	 <=> prot_P40017[c] 		1	  0.00	   Inf	  0.00
prot_P40047_exchange	prot_P40047_exchange	 <=> prot_P40047[c] 		1	  0.00	   Inf	  0.00
prot_P40054_exchange	prot_P40054_exchange	 <=> prot_P40054[c] 		1	  0.00	   Inf	  0.00
prot_P40099_exchange	prot_P40099_exchange	 <=> prot_P40099[c] 		1	  0.00	   Inf	  0.00
prot_P40106_exchange	prot_P40106_exchange	 <=> prot_P40106[c] 		1	  0.00	   Inf	  0.00
prot_P40215_exchange	prot_P40215_exchange	 <=> prot_P40215[c] 		1	  0.00	   Inf	  0.00
prot_P40308_exchange	prot_P40308_exchange	 <=> prot_P40308[c] 		1	  0.00	   Inf	  0.00
prot_P40319_exchange	prot_P40319_exchange	 <=> prot_P40319[c] 		1	  0.00	   Inf	  0.00
prot_P40345_exchange	prot_P40345_exchange	 <=> prot_P40345[c] 		1	  0.00	   Inf	  0.00
prot_P40353_exchange	prot_P40353_exchange	 <=> prot_P40353[c] 		1	  0.00	   Inf	  0.00
prot_P40360_exchange	prot_P40360_exchange	 <=> prot_P40360[c] 		1	  0.00	   Inf	  0.00
prot_P40363_exchange	prot_P40363_exchange	 <=> prot_P40363[c] 		1	  0.00	   Inf	  0.00
prot_P40433_exchange	prot_P40433_exchange	 <=> prot_P40433[c] 		1	  0.00	   Inf	  0.00
prot_P40459_exchange	prot_P40459_exchange	 <=> prot_P40459[c] 		1	  0.00	   Inf	  0.00
prot_P40471_exchange	prot_P40471_exchange	 <=> prot_P40471[c] 		1	  0.00	   Inf	  0.00
prot_P40495_exchange	prot_P40495_exchange	 <=> prot_P40495[c] 		1	  0.00	   Inf	  0.00
prot_P40506_exchange	prot_P40506_exchange	 <=> prot_P40506[c] 		1	  0.00	   Inf	  0.00
prot_P40510_exchange	prot_P40510_exchange	 <=> prot_P40510[c] 		1	  0.00	   Inf	  0.00
prot_P40545_exchange	prot_P40545_exchange	 <=> prot_P40545[c] 		1	  0.00	   Inf	  0.00
prot_P40553_exchange	prot_P40553_exchange	 <=> prot_P40553[c] 		1	  0.00	   Inf	  0.00
prot_P40559_exchange	prot_P40559_exchange	 <=> prot_P40559[c] 		1	  0.00	   Inf	  0.00
prot_P40581_exchange	prot_P40581_exchange	 <=> prot_P40581[c] 		1	  0.00	   Inf	  0.00
prot_P40825_exchange	prot_P40825_exchange	 <=> prot_P40825[c] 		1	  0.00	   Inf	  0.00
prot_P40857_exchange	prot_P40857_exchange	 <=> prot_P40857[c] 		1	  0.00	   Inf	  0.00
prot_P40884_exchange	prot_P40884_exchange	 <=> prot_P40884[c] 		1	  0.00	   Inf	  0.00
prot_P40970_exchange	prot_P40970_exchange	 <=> prot_P40970[c] 		1	  0.00	   Inf	  0.00
prot_P40975_exchange	prot_P40975_exchange	 <=> prot_P40975[c] 		1	  0.00	   Inf	  0.00
prot_P40989_exchange	prot_P40989_exchange	 <=> prot_P40989[c] 		1	  0.00	   Inf	  0.00
prot_P41277_exchange	prot_P41277_exchange	 <=> prot_P41277[c] 		1	  0.00	   Inf	  0.00
prot_P41338_exchange	prot_P41338_exchange	 <=> prot_P41338[c] 		1	  0.00	   Inf	  0.00
prot_P41734_exchange	prot_P41734_exchange	 <=> prot_P41734[c] 		1	  0.00	   Inf	  0.00
prot_P41735_exchange	prot_P41735_exchange	 <=> prot_P41735[c] 		1	  0.00	   Inf	  0.00
prot_P41807_exchange	prot_P41807_exchange	 <=> prot_P41807[c] 		1	  0.00	   Inf	  0.00
prot_P41835_exchange	prot_P41835_exchange	 <=> prot_P41835[c] 		1	  0.00	   Inf	  0.00
prot_P41903_exchange	prot_P41903_exchange	 <=> prot_P41903[c] 		1	  0.00	   Inf	  0.00
prot_P41911_exchange	prot_P41911_exchange	 <=> prot_P41911[c] 		1	  0.00	   Inf	  0.00
prot_P41921_exchange	prot_P41921_exchange	 <=> prot_P41921[c] 		1	  0.00	   Inf	  0.00
prot_P41939_exchange	prot_P41939_exchange	 <=> prot_P41939[c] 		1	  0.00	   Inf	  0.00
prot_P41940_exchange	prot_P41940_exchange	 <=> prot_P41940[c] 		1	  0.00	   Inf	  0.00
prot_P42826_exchange	prot_P42826_exchange	 <=> prot_P42826[c] 		1	  0.00	   Inf	  0.00
prot_P42837_exchange	prot_P42837_exchange	 <=> prot_P42837[c] 		1	  0.00	   Inf	  0.00
prot_P42941_exchange	prot_P42941_exchange	 <=> prot_P42941[c] 		1	  0.00	   Inf	  0.00
prot_P42951_exchange	prot_P42951_exchange	 <=> prot_P42951[c] 		1	  0.00	   Inf	  0.00
prot_P43123_exchange	prot_P43123_exchange	 <=> prot_P43123[c] 		1	  0.00	   Inf	  0.00
prot_P43550_exchange	prot_P43550_exchange	 <=> prot_P43550[c] 		1	  0.00	   Inf	  0.00
prot_P43567_exchange	prot_P43567_exchange	 <=> prot_P43567[c] 		1	  0.00	   Inf	  0.00
prot_P43577_exchange	prot_P43577_exchange	 <=> prot_P43577[c] 		1	  0.00	   Inf	  0.00
prot_P43619_exchange	prot_P43619_exchange	 <=> prot_P43619[c] 		1	  0.00	   Inf	  0.00
prot_P43635_exchange	prot_P43635_exchange	 <=> prot_P43635[c] 		1	  0.00	   Inf	  0.00
prot_P46151_exchange	prot_P46151_exchange	 <=> prot_P46151[c] 		1	  0.00	   Inf	  0.00
prot_P46367_exchange	prot_P46367_exchange	 <=> prot_P46367[c] 		1	  0.00	   Inf	  0.00
prot_P46655_exchange	prot_P46655_exchange	 <=> prot_P46655[c] 		1	  0.00	   Inf	  0.00
prot_P46681_exchange	prot_P46681_exchange	 <=> prot_P46681[c] 		1	  0.00	   Inf	  0.00
prot_P46969_exchange	prot_P46969_exchange	 <=> prot_P46969[c] 		1	  0.00	   Inf	  0.00
prot_P46971_exchange	prot_P46971_exchange	 <=> prot_P46971[c] 		1	  0.00	   Inf	  0.00
prot_P47011_exchange	prot_P47011_exchange	 <=> prot_P47011[c] 		1	  0.00	   Inf	  0.00
prot_P47013_exchange	prot_P47013_exchange	 <=> prot_P47013[c] 		1	  0.00	   Inf	  0.00
prot_P47026_exchange	prot_P47026_exchange	 <=> prot_P47026[c] 		1	  0.00	   Inf	  0.00
prot_P47039_exchange	prot_P47039_exchange	 <=> prot_P47039[c] 		1	  0.00	   Inf	  0.00
prot_P47052_exchange	prot_P47052_exchange	 <=> prot_P47052[c] 		1	  0.00	   Inf	  0.00
prot_P47088_exchange	prot_P47088_exchange	 <=> prot_P47088[c] 		1	  0.00	   Inf	  0.00
prot_P47096_exchange	prot_P47096_exchange	 <=> prot_P47096[c] 		1	  0.00	   Inf	  0.00
prot_P47125_exchange	prot_P47125_exchange	 <=> prot_P47125[c] 		1	  0.00	   Inf	  0.00
prot_P47143_exchange	prot_P47143_exchange	 <=> prot_P47143[c] 		1	  0.00	   Inf	  0.00
prot_P47147_exchange	prot_P47147_exchange	 <=> prot_P47147[c] 		1	  0.00	   Inf	  0.00
prot_P47164_exchange	prot_P47164_exchange	 <=> prot_P47164[c] 		1	  0.00	   Inf	  0.00
prot_P47165_exchange	prot_P47165_exchange	 <=> prot_P47165[c] 		1	  0.00	   Inf	  0.00
prot_P47169_exchange	prot_P47169_exchange	 <=> prot_P47169[c] 		1	  0.00	   Inf	  0.00
prot_P47176_exchange	prot_P47176_exchange	 <=> prot_P47176[c] 		1	  0.00	   Inf	  0.00
prot_P47180_exchange	prot_P47180_exchange	 <=> prot_P47180[c] 		1	  0.00	   Inf	  0.00
prot_P47190_exchange	prot_P47190_exchange	 <=> prot_P47190[c] 		1	  0.00	   Inf	  0.00
prot_P47771_exchange	prot_P47771_exchange	 <=> prot_P47771[c] 		1	  0.00	   Inf	  0.00
prot_P47912_exchange	prot_P47912_exchange	 <=> prot_P47912[c] 		1	  0.00	   Inf	  0.00
prot_P48015_exchange	prot_P48015_exchange	 <=> prot_P48015[c] 		1	  0.00	   Inf	  0.00
prot_P48016_exchange	prot_P48016_exchange	 <=> prot_P48016[c] 		1	  0.00	   Inf	  0.00
prot_P48360_exchange	prot_P48360_exchange	 <=> prot_P48360[c] 		1	  0.00	   Inf	  0.00
prot_P48445_exchange	prot_P48445_exchange	 <=> prot_P48445[c] 		1	  0.00	   Inf	  0.00
prot_P48525_exchange	prot_P48525_exchange	 <=> prot_P48525[c] 		1	  0.00	   Inf	  0.00
prot_P48526_exchange	prot_P48526_exchange	 <=> prot_P48526[c] 		1	  0.00	   Inf	  0.00
prot_P48527_exchange	prot_P48527_exchange	 <=> prot_P48527[c] 		1	  0.00	   Inf	  0.00
prot_P48567_exchange	prot_P48567_exchange	 <=> prot_P48567[c] 		1	  0.00	   Inf	  0.00
prot_P48570_exchange	prot_P48570_exchange	 <=> prot_P48570[c] 		1	  0.00	   Inf	  0.00
prot_P48836_exchange	prot_P48836_exchange	 <=> prot_P48836[c] 		1	  0.00	   Inf	  0.00
prot_P49017_exchange	prot_P49017_exchange	 <=> prot_P49017[c] 		1	  0.00	   Inf	  0.00
prot_P49089_exchange	prot_P49089_exchange	 <=> prot_P49089[c] 		1	  0.00	   Inf	  0.00
prot_P49090_exchange	prot_P49090_exchange	 <=> prot_P49090[c] 		1	  0.00	   Inf	  0.00
prot_P49095_exchange	prot_P49095_exchange	 <=> prot_P49095[c] 		1	  0.00	   Inf	  0.00
prot_P49367_exchange	prot_P49367_exchange	 <=> prot_P49367[c] 		1	  0.00	   Inf	  0.00
prot_P49435_exchange	prot_P49435_exchange	 <=> prot_P49435[c] 		1	  0.00	   Inf	  0.00
prot_P49723_exchange	prot_P49723_exchange	 <=> prot_P49723[c] 		1	  0.00	   Inf	  0.00
prot_P49775_exchange	prot_P49775_exchange	 <=> prot_P49775[c] 		1	  0.00	   Inf	  0.00
prot_P50094_exchange	prot_P50094_exchange	 <=> prot_P50094[c] 		1	  0.00	   Inf	  0.00
prot_P50095_exchange	prot_P50095_exchange	 <=> prot_P50095[c] 		1	  0.00	   Inf	  0.00
prot_P50107_exchange	prot_P50107_exchange	 <=> prot_P50107[c] 		1	  0.00	   Inf	  0.00
prot_P50113_exchange	prot_P50113_exchange	 <=> prot_P50113[c] 		1	  0.00	   Inf	  0.00
prot_P50264_exchange	prot_P50264_exchange	 <=> prot_P50264[c] 		1	  0.00	   Inf	  0.00
prot_P50277_exchange	prot_P50277_exchange	 <=> prot_P50277[c] 		1	  0.00	   Inf	  0.00
prot_P50861_exchange	prot_P50861_exchange	 <=> prot_P50861[c] 		1	  0.00	   Inf	  0.00
prot_P50942_exchange	prot_P50942_exchange	 <=> prot_P50942[c] 		1	  0.00	   Inf	  0.00
prot_P51601_exchange	prot_P51601_exchange	 <=> prot_P51601[c] 		1	  0.00	   Inf	  0.00
prot_P52489_exchange	prot_P52489_exchange	 <=> prot_P52489[c] 		1	  0.00	   Inf	  0.00
prot_P52867_exchange	prot_P52867_exchange	 <=> prot_P52867[c] 		1	  0.00	   Inf	  0.00
prot_P52893_exchange	prot_P52893_exchange	 <=> prot_P52893[c] 		1	  0.00	   Inf	  0.00
prot_P52910_exchange	prot_P52910_exchange	 <=> prot_P52910[c] 		1	  0.00	   Inf	  0.00
prot_P52911_exchange	prot_P52911_exchange	 <=> prot_P52911[c] 		1	  0.00	   Inf	  0.00
prot_P53037_exchange	prot_P53037_exchange	 <=> prot_P53037[c] 		1	  0.00	   Inf	  0.00
prot_P53045_exchange	prot_P53045_exchange	 <=> prot_P53045[c] 		1	  0.00	   Inf	  0.00
prot_P53051_exchange	prot_P53051_exchange	 <=> prot_P53051[c] 		1	  0.00	   Inf	  0.00
prot_P53090_exchange	prot_P53090_exchange	 <=> prot_P53090[c] 		1	  0.00	   Inf	  0.00
prot_P53101_exchange	prot_P53101_exchange	 <=> prot_P53101[c] 		1	  0.00	   Inf	  0.00
prot_P53128_exchange	prot_P53128_exchange	 <=> prot_P53128[c] 		1	  0.00	   Inf	  0.00
prot_P53164_exchange	prot_P53164_exchange	 <=> prot_P53164[c] 		1	  0.00	   Inf	  0.00
prot_P53167_exchange	prot_P53167_exchange	 <=> prot_P53167[c] 		1	  0.00	   Inf	  0.00
prot_P53184_exchange	prot_P53184_exchange	 <=> prot_P53184[c] 		1	  0.00	   Inf	  0.00
prot_P53199_exchange	prot_P53199_exchange	 <=> prot_P53199[c] 		1	  0.00	   Inf	  0.00
prot_P53204_exchange	prot_P53204_exchange	 <=> prot_P53204[c] 		1	  0.00	   Inf	  0.00
prot_P53264_exchange	prot_P53264_exchange	 <=> prot_P53264[c] 		1	  0.00	   Inf	  0.00
prot_P53296_exchange	prot_P53296_exchange	 <=> prot_P53296[c] 		1	  0.00	   Inf	  0.00
prot_P53312_exchange	prot_P53312_exchange	 <=> prot_P53312[c] 		1	  0.00	   Inf	  0.00
prot_P53314_exchange	prot_P53314_exchange	 <=> prot_P53314[c] 		1	  0.00	   Inf	  0.00
prot_P53315_exchange	prot_P53315_exchange	 <=> prot_P53315[c] 		1	  0.00	   Inf	  0.00
prot_P53318_exchange	prot_P53318_exchange	 <=> prot_P53318[c] 		1	  0.00	   Inf	  0.00
prot_P53319_exchange	prot_P53319_exchange	 <=> prot_P53319[c] 		1	  0.00	   Inf	  0.00
prot_P53332_exchange	prot_P53332_exchange	 <=> prot_P53332[c] 		1	  0.00	   Inf	  0.00
prot_P53341_exchange	prot_P53341_exchange	 <=> prot_P53341[c] 		1	  0.00	   Inf	  0.00
prot_P53598_exchange	prot_P53598_exchange	 <=> prot_P53598[c] 		1	  0.00	   Inf	  0.00
prot_P53629_exchange	prot_P53629_exchange	 <=> prot_P53629[c] 		1	  0.00	   Inf	  0.00
prot_P53630_exchange	prot_P53630_exchange	 <=> prot_P53630[c] 		1	  0.00	   Inf	  0.00
prot_P53685_exchange	prot_P53685_exchange	 <=> prot_P53685[c] 		1	  0.00	   Inf	  0.00
prot_P53686_exchange	prot_P53686_exchange	 <=> prot_P53686[c] 		1	  0.00	   Inf	  0.00
prot_P53687_exchange	prot_P53687_exchange	 <=> prot_P53687[c] 		1	  0.00	   Inf	  0.00
prot_P53688_exchange	prot_P53688_exchange	 <=> prot_P53688[c] 		1	  0.00	   Inf	  0.00
prot_P53753_exchange	prot_P53753_exchange	 <=> prot_P53753[c] 		1	  0.00	   Inf	  0.00
prot_P53848_exchange	prot_P53848_exchange	 <=> prot_P53848[c] 		1	  0.00	   Inf	  0.00
prot_P53852_exchange	prot_P53852_exchange	 <=> prot_P53852[c] 		1	  0.00	   Inf	  0.00
prot_P53909_exchange	prot_P53909_exchange	 <=> prot_P53909[c] 		1	  0.00	   Inf	  0.00
prot_P53915_exchange	prot_P53915_exchange	 <=> prot_P53915[c] 		1	  0.00	   Inf	  0.00
prot_P53966_exchange	prot_P53966_exchange	 <=> prot_P53966[c] 		1	  0.00	   Inf	  0.00
prot_P53982_exchange	prot_P53982_exchange	 <=> prot_P53982[c] 		1	  0.00	   Inf	  0.00
prot_P54070_exchange	prot_P54070_exchange	 <=> prot_P54070[c] 		1	  0.00	   Inf	  0.00
prot_P54113_exchange	prot_P54113_exchange	 <=> prot_P54113[c] 		1	  0.00	   Inf	  0.00
prot_P54114_exchange	prot_P54114_exchange	 <=> prot_P54114[c] 		1	  0.00	   Inf	  0.00
prot_P54115_exchange	prot_P54115_exchange	 <=> prot_P54115[c] 		1	  0.00	   Inf	  0.00
prot_P54781_exchange	prot_P54781_exchange	 <=> prot_P54781[c] 		1	  0.00	   Inf	  0.00
prot_P54783_exchange	prot_P54783_exchange	 <=> prot_P54783[c] 		1	  0.00	   Inf	  0.00
prot_P54838_exchange	prot_P54838_exchange	 <=> prot_P54838[c] 		1	  0.00	   Inf	  0.00
prot_P54839_exchange	prot_P54839_exchange	 <=> prot_P54839[c] 		1	  0.00	   Inf	  0.00
prot_P54857_exchange	prot_P54857_exchange	 <=> prot_P54857[c] 		1	  0.00	   Inf	  0.00
prot_P54885_exchange	prot_P54885_exchange	 <=> prot_P54885[c] 		1	  0.00	   Inf	  0.00
prot_P61829_exchange	prot_P61829_exchange	 <=> prot_P61829[c] 		1	  0.00	   Inf	  0.00
prot_P80210_exchange	prot_P80210_exchange	 <=> prot_P80210[c] 		1	  0.00	   Inf	  0.00
prot_P80235_exchange	prot_P80235_exchange	 <=> prot_P80235[c] 		1	  0.00	   Inf	  0.00
prot_P81449_exchange	prot_P81449_exchange	 <=> prot_P81449[c] 		1	  0.00	   Inf	  0.00
prot_P81450_exchange	prot_P81450_exchange	 <=> prot_P81450[c] 		1	  0.00	   Inf	  0.00
prot_Q00055_exchange	prot_Q00055_exchange	 <=> prot_Q00055[c] 		1	  0.00	   Inf	  0.00
prot_Q00711_exchange	prot_Q00711_exchange	 <=> prot_Q00711[c] 		1	  0.00	   Inf	  0.00
prot_Q00764_exchange	prot_Q00764_exchange	 <=> prot_Q00764[c] 		1	  0.00	   Inf	  0.00
prot_Q00955_exchange	prot_Q00955_exchange	 <=> prot_Q00955[c] 		1	  0.00	   Inf	  0.00
prot_Q01217_exchange	prot_Q01217_exchange	 <=> prot_Q01217[c] 		1	  0.00	   Inf	  0.00
prot_Q01519_exchange	prot_Q01519_exchange	 <=> prot_Q01519[c] 		1	  0.00	   Inf	  0.00
prot_Q01574_exchange	prot_Q01574_exchange	 <=> prot_Q01574[c] 		1	  0.00	   Inf	  0.00
prot_Q01802_exchange	prot_Q01802_exchange	 <=> prot_Q01802[c] 		1	  0.00	   Inf	  0.00
prot_Q02046_exchange	prot_Q02046_exchange	 <=> prot_Q02046[c] 		1	  0.00	   Inf	  0.00
prot_Q02196_exchange	prot_Q02196_exchange	 <=> prot_Q02196[c] 		1	  0.00	   Inf	  0.00
prot_Q02207_exchange	prot_Q02207_exchange	 <=> prot_Q02207[c] 		1	  0.00	   Inf	  0.00
prot_Q02784_exchange	prot_Q02784_exchange	 <=> prot_Q02784[c] 		1	  0.00	   Inf	  0.00
prot_Q02896_exchange	prot_Q02896_exchange	 <=> prot_Q02896[c] 		1	  0.00	   Inf	  0.00
prot_Q02979_exchange	prot_Q02979_exchange	 <=> prot_Q02979[c] 		1	  0.00	   Inf	  0.00
prot_Q03175_exchange	prot_Q03175_exchange	 <=> prot_Q03175[c] 		1	  0.00	   Inf	  0.00
prot_Q03262_exchange	prot_Q03262_exchange	 <=> prot_Q03262[c] 		1	  0.00	   Inf	  0.00
prot_Q03266_exchange	prot_Q03266_exchange	 <=> prot_Q03266[c] 		1	  0.00	   Inf	  0.00
prot_Q03529_exchange	prot_Q03529_exchange	 <=> prot_Q03529[c] 		1	  0.00	   Inf	  0.00
prot_Q03557_exchange	prot_Q03557_exchange	 <=> prot_Q03557[c] 		1	  0.00	   Inf	  0.00
prot_Q03579_exchange	prot_Q03579_exchange	 <=> prot_Q03579[c] 		1	  0.00	   Inf	  0.00
prot_Q03674_exchange	prot_Q03674_exchange	 <=> prot_Q03674[c] 		1	  0.00	   Inf	  0.00
prot_Q03677_exchange	prot_Q03677_exchange	 <=> prot_Q03677[c] 		1	  0.00	   Inf	  0.00
prot_Q03764_exchange	prot_Q03764_exchange	 <=> prot_Q03764[c] 		1	  0.00	   Inf	  0.00
prot_Q03778_exchange	prot_Q03778_exchange	 <=> prot_Q03778[c] 		1	  0.00	   Inf	  0.00
prot_Q03835_exchange	prot_Q03835_exchange	 <=> prot_Q03835[c] 		1	  0.00	   Inf	  0.00
prot_Q03941_exchange	prot_Q03941_exchange	 <=> prot_Q03941[c] 		1	  0.00	   Inf	  0.00
prot_Q04066_exchange	prot_Q04066_exchange	 <=> prot_Q04066[c] 		1	  0.00	   Inf	  0.00
prot_Q04120_exchange	prot_Q04120_exchange	 <=> prot_Q04120[c] 		1	  0.00	   Inf	  0.00
prot_Q04178_exchange	prot_Q04178_exchange	 <=> prot_Q04178[c] 		1	  0.00	   Inf	  0.00
