(+)-alpha-pinene	CC1=CCC2CC1C2(C)C
dopamine-O-quinone	
dopaminochrome	C1CNC2=CC(=O)C(=O)C=C21
ebastine	CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4
ecgonine-methyl ester	CN1C2CCC1C(C(C2)O)C(=O)OC
edaravone	CC1=NN(C(=O)C1)C2=CC=CC=C2
eicosa-(2E,8Z,11Z,14Z,17Z)-pentaenoyl-CoA	
eicosadienoylcarnitine	CCCCCCCCCCCCCCCC=CC=CC(=O)C(CC(=O)[O-])(C[N+](C)(C)C)O
eicosanoate	CCCCCCCCCCCCCCCCCCCC(=O)O
eicosanoyl-CoA	CCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
eicosanoylcarnitine	CCCCCCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
eicosatrienoylcarnitine	
eicosenoylcarnitine(11)	
eicosenoylcarnitine(7)	
eicosenoylcarnitine(9)	
elaidate	CCCCCCCCC=CCCCCCCCC(=O)[O-]
em2emgacpail heparan sulfate	
em2emgacpail_prot heparan sulfate	
em3gacpail heparan sulfate	
emem2gacpail heparan sulfate	
emgacpail heparan sulfate	
erythrose-4-phosphate	C(C(C(C=O)O)O)OP(=O)(O)O
estradiol-17beta	CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O
estradiol-17beta 3-glucuronide	CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC5C(C(C(C(O5)C(=O)O)O)O)O
estriol	CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O
estrone	CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O
estrone 3-sulfate	CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O
estrone-2,3-quinone	CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34
estrone-2,3-semiquinone	
estrone-3,4-quinone	CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=O)C4=O
estrone-3,4-semiquinone	
estrone-glucuronide	CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OC5C(C(C(C(O5)C(=O)O)O)O)O
ethanol	CCO
ethanolamine	C(CO)N
ethanolamine-phosphate	
etiocholan-3alpha-ol-17-one 3-glucuronide	CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)OC5C(C(C(C(O5)C(=O)O)O)O)O
etiocholanolone	CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O
eumelanin	
farnesyl-PP	CC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C
fatty acid pool	
fatty acid-VLDL pool	
fatty acid-chylomicron pool	
fatty acid-uptake pool	
ferricytochrome B5	
ferricytochrome C	CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2]
ferrocytochrome B5	
ferrocytochrome C	CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2]
fibrinogen	C(C(C(C(C(CO)O)O)O)O)O
fluvastatin	CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F
fluvastatin-CoA form	
fluvstatin-glucuronide	
fn2m2masn	
folate	C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N
formaldehyde	C=O
formamidopyrimidine nucleoside triphosphate	C(C1C(C(C(O1)NC2=C(C(=O)NC(=N2)N)NC=O)O)O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O
formate	C(=O)[O-]
formyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC=O)O
formyl-N-acetyl-5-methoxykynurenamine	CC(=O)NCCC(=O)C1=C(C=CC(=C1)OC)NC=O
formylanthranilate	C1=CC=C(C(=C1)C(=O)O)NC=O
formylglutathione	C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)NC=O
fructose	C1C(C(C(C(O1)(CO)O)O)O)O
fructose-1,6-bisphosphate	C(C1C(C(C(O1)(COP(=O)(O)O)O)O)O)OP(=O)(O)O
fructose-2,6-bisphosphate	C(C1C(C(C(O1)(CO)OP(=O)(O)O)O)O)OP(=O)(O)O
fructose-6-phosphate	C(C(C(C(C(=O)CO)O)O)O)OP(=O)(O)O
fucacgalfucgalacglcgalgluside heparan sulfate	
fucfuc132galacglcgal14acglcgalgluside heparan sulfate	
fucfucfucgalacglc13galacglcgal14acglcgalgluside heparan sulfate	
fucfucfucgalacglcgal14acglcgalgluside heparan sulfate	
fucfucgalacglc13galacglcgal14acglcgalgluside heparan sulfate	
fucfucgalacglcgal14acglcgalgluside heparan sulfate	
fucfucgalacglcgalacglcgal14acglcgalgluside heparan sulfate	
fucgalacgalfucgalacglcgal14acglcgalgluside heparan sulfate	
fucgalacglc13galacglcgal14acglcgalgluside heparan sulfate	
fucgalfucgalacglcgalgluside heparan sulfate	
fucosyl-galactosylgloboside	
fumarate	C(=CC(=O)[O-])C(=O)[O-]
fumarylacetoacetate	C(C(=O)CC(=O)O)C(=O)C=CC(=O)O
gal-glcnac-gal-globoside	
galacgalfuc12gal14acglcgalgluside heparan sulfate	
galacgalfucgalacglcgal14acglcgalgluside heparan sulfate	
galactitol	C(C(C(C(C(CO)O)O)O)O)O
galactose	C(C1C(C(C(C(O1)O)O)O)O)O
galactose-1-phosphate	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O
galactosylgloboside	
galactosylglycerol	C(C1C(C(C(C(O1)OCC(CO)O)O)O)O)O
galfuc12gal14acglcgalgluside heparan sulfate	
galfucgalacglcgal14acglcgalgluside heparan sulfate	
galgalfucfucgalacglcgalacglcgal14acglcgalgluside heparan sulfate	
galgalgalthcrm heparan sulfate	
galgalthcrm heparan sulfate	
galthcrm heparan sulfate	
gamma-CEHC-glucuronide	CC1=C(C=C2CCC(OC2=C1C)(C)CCC(=O)O)OC3C(C(C(C(O3)C(=O)O)O)O)O
gamma-butyrobetaine	C[N+](C)(C)CCCC(=O)[O-]
gamma-carboxyethyl-hydroxychroman	CC(C1CC(OC2=CC=CC=C12)O)C(=O)O
gamma-glutamyl-3-aminopropiononitrile	C(CNC(=O)CCC(C(=O)O)N)C#N
gamma-glutamyl-beta-cyanoalanine	C(CC(=O)NC(CC#N)C(=O)O)C(C(=O)O)N
gamma-glutamyl-cysteine	C(CC(=O)NC(CS)C(=O)O)C(C(=O)O)N
gamma-hydroxy-3-pyridinebutanoate	C1=CC(=CN=C1)C(CCC(=O)O)O
gamma-linolenate	CCCCCC=CCC=CCC=CCCCCC(=O)[O-]
gamma-linolenoyl-CoA	CCCCCC=CCC=CCC=CCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
gamma-linolenoylcarnitine	
gamma-tocopherol	CC1=C(C=C2CCC(OC2=C1C)(C)CCCC(C)CCCC(C)CCCC(C)C)O
gamma-tocopheroxyl-radical	
gamma-tocotrienol	CC1=C(C=C2CCC(OC2=C1C)(C)CCC=C(C)CCC=C(C)CCC=C(C)C)O
gentisate aldehyde	C1=CC(=C(C=C1O)C=O)O
geranyl-PP	CC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C
glcnac-alpha-1,4-core 1	
glcnac-alpha-1,4-core 2	
glcnac-gal-globoside	
globoside	CCCCCCCCCCCCCC=CC(C(COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)OC4C(C(C(C(O4)CO)O)O)NC(=O)C)O)O)O)O)O)NC(=O)CCCCCCCCCCCCCCCC=CCCCCCCCC)O
globotriaosylceramide	CCCCCCCCCCCCCC=CC(C(COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)O)O)O)O)O)O)NC(=O)C)O
glucono-1,5-lactone-6-phosphate	
glucosamine	C(C1C(C(C(C(O1)O)N)O)O)O
glucosamine-6-phosphate	C(C1C(C(C(C(O1)O)N)O)O)OP(=O)(O)O
glucosaminyl-acylphosphatidylinositol	
glucose	C(C1C(C(C(C(O1)O)O)O)O)O
glucose-1,6-bisphosphate	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)OP(=O)(O)O
glucose-1-phosphate	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O
glucose-6-phosphate	C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O
glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	
glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)	
glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)	
glucosylceramide pool	
glucuronate	C1(C(C(OC(C1O)O)C(=O)O)O)O
glucuronide-conjugate of 3-methoxy-acetaminophen	
glucuronide-thiomethyl-acetaminophen conjugate	
glutamate	C(CC(=O)O)C(C(=O)O)N
glutamine	C(CC(=O)N)C(C(=O)O)N
glutamyl-5-phosphate	
glutaryl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCCC(=O)O)O
glutathione episulfonium ion	C1C[S+]1CC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N
glutathionyl-leukotriene C4	
glyceraldehyde	C(C(C=O)O)O
glycerate	C(C(C(=O)O)O)O
glycerol	C(C(CO)O)O
glycerone	C(C(=O)CO)O
glycine	C(C(=O)O)N
glycochenodeoxycholate	CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
glycocholate	CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C
glycodehydrocholic acid	CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(=O)CC3C2C(=O)CC4C3(CCC(=O)C4)C)C
glycodeoxycholate	CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C
glycogen	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3C(OC(C(C3O)O)O)CO)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O)O)O
glycogenin	
glycogenin G11	
glycogenin G4G4	
glycogenin G4G7	
glycogenin G7	
glycogenin G7G1	
glycogenin G8	
glycohyocholic acid	CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C
glycohyodeoxycholic acid	CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2CC(C4C3(CCC(C4)O)C)O)C
glycolaldehyde	C(C=O)O
glycolate	C(C(=O)O)O
glycolipid	
glycolithocholate	CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C
glycophosphatidylinositol-(GPI)-anchored-protein-precursor	
glycoursodeoxycholate	CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
glycyl-tRNA(gly)	
glyoxalate	C(=O)C(=O)O
gpi heparan sulfate	
gpi_prot heparan sulfate	
gpi_sig	
guanidine	C(=N)(N)N
guanidinoacetate	C(C(=O)O)N=C(N)N
guanine	C1=NC2=C(N1)C(=O)NC(=N2)N
guanosine	C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(NC2=O)N
haptoglobin	
heme	CC1=C(C2=CC3=C(C(=C([N-]3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1[N-]2)C)C=C)C)C=C)C)CCC(=O)O)CCC(=O)O.[Fe+2]
heneicosanoic acid	CCCCCCCCCCCCCCCCCCCCC(=O)O
heneicosanoyl-CoA	CCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
heneicosanoylcarnitine	
heparan sulfate proteoglycan	
heparan sulfate, degradation product 1	
heparan sulfate, degradation product 10	
heparan sulfate, degradation product 11	
heparan sulfate, degradation product 12	
heparan sulfate, degradation product 13	
heparan sulfate, degradation product 14	
heparan sulfate, degradation product 15	
heparan sulfate, degradation product 16	
heparan sulfate, degradation product 17	
heparan sulfate, degradation product 18	
heparan sulfate, degradation product 19	
heparan sulfate, degradation product 2	
heparan sulfate, degradation product 20	
heparan sulfate, degradation product 21	
heparan sulfate, degradation product 22	
heparan sulfate, degradation product 23	
heparan sulfate, degradation product 24	
heparan sulfate, degradation product 25	
heparan sulfate, degradation product 3	
heparan sulfate, degradation product 4	
heparan sulfate, degradation product 5	
heparan sulfate, degradation product 6	
heparan sulfate, degradation product 7	
heparan sulfate, degradation product 8	
heparan sulfate, degradation product 9	
heparan sulfate, free chain	
heparan sulfate, precursor 1	
heparan sulfate, precursor 10	
heparan sulfate, precursor 11	
heparan sulfate, precursor 12	
heparan sulfate, precursor 13	
heparan sulfate, precursor 14	
heparan sulfate, precursor 15	
heparan sulfate, precursor 2	
heparan sulfate, precursor 3	
heparan sulfate, precursor 4	
heparan sulfate, precursor 5	
heparan sulfate, precursor 6	
heparan sulfate, precursor 7	
heparan sulfate, precursor 8	
heparan sulfate, precursor 9	
hepoxilin A3	CCCCCC=CCC1C(O1)C=CC(CC=CCCCC(=O)O)O
hepoxilin A3-c	
hepoxilin B3	CCCCCC=CCC1C(O1)C(C=CCC=CCCCC(=O)O)O
heptadecanoyl-CoA	CCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
heptadecanoyl-[ACP]	
heptadecanoylcarnitine	CCCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
heptadecenoylcarnitine(7)	
heptadecenoylcarnitine(8)	
heptaglutamyl-folate(DHF)	
heptaglutamyl-folate(THF)	
heptanoyl-CoA	CCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
heptanoyl-[ACP]	
heptylic acid	CCCCCCC(=O)O
hexacosanoyl-CoA	CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
hexacosanoylcarnitine	
hexacosenoyl-CoA	
hexacosenoylcarnitine	
hexadecanal	CCCCCCCCCCCCCCCC=O
hexadecanoyl-[ACP]	
hexadecenal	CCCCCCCCCCCCCC=CC=O
hexadecenoylcarnitine(9)	
hexaglutamyl-folate(DHF)	
hexaglutamyl-folate(THF)	
hexanoic acid	CCCCCC(=O)O
hexanoyl-CoA	CCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
hexanoyl-[ACP]	
hippurate	C1=CC=C(C=C1)C(=O)NCC(=O)O
histamine	C1=C(NC=N1)CCN
histidine	C1=C(NC=N1)CC(C(=O)O)N
histone-N6-methyl-L-lysine	
homocarnosine	C1=C(NC=N1)CC(C(=O)O)NC(=O)CCCN
homocysteine	C(CS)C(C(=O)O)N
homocysteine-thiolactone	C1CSC(=O)C1N
homogentisate	C1=CC(=C(C=C1O)CC(=O)O)O
homoserine	C(CO)C(C(=O)O)N
homovanillate	COC1=C(C=CC(=C1)CC(=O)O)O
hyaluronan biosynthesis, precursor 1	CC(=O)NC1C(C(C(OC1O)CO)O)OC2C(C(C=C(O2)C(=O)O)O)O
hyaluronan degradation product 1	
hyaluronate	
hydracrylate	
hydrobromic acid	Br
hydrochloride	
hydrogen-cyanide	C#N
hydroxide	[OH-]
hydroxy metabolite of nifedipine	
hydroxy-nifedipine	
hydroxyacetone	CC(=O)CO
hydroxyl radical	[OH]
hydroxylated-ebastine	
hydroxymethylbilane	C1=C(C(=C(N1)CC2=C(C(=C(N2)CC3=C(C(=C(N3)CC4=C(C(=C(N4)CO)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O
hydroxymethylglutathione	C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)NCO
hydroxypyruvate	C(C(=O)C(=O)O)O
hyocholic acid	CC(CCC(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C
hyocholoyl-CoA	
hyodeoxycholate	CC(CCC(=O)[O-])C1CCC2C1(CCC3C2CC(C4C3(CCC(C4)O)C)O)C
hyodeoxycholoyl-CoA	
hypochlorite	[O-]Cl
hypotaurine	C(CS(=O)O)N
hypothiocyanite	C(#N)SO
hypoxanthine	C1=NC2=C(N1)C(=O)NC=N2
ibuprofen acyl glucuronide	CC(C)CC1=CC=C(C=C1)C(C)C(=O)OC2C(C(C(C(O2)C(=O)O)O)O)O
ibuprofen-CoA-R form	
ibuprofen-CoA-S form	
ibuprofen-R	
ibuprofen-S	
imidazole-4-acetaldehyde	C1=C(NC=N1)CC=O
imidazole-4-acetate	C1=C(NC=N1)CC(=O)O
indole-3-acetaldehyde	C1=CC=C2C(=C1)C(=CN2)CC=O
indole-5,6-quinone	C1=CNC2=CC(=O)C(=O)C=C21
indoleacetate	C1=CC=C2C(=C1)C(=CN2)CC(=O)O
inosine	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O
inositol	C1(C(C(C(C(C1O)O)O)O)O)O
inositol-1,3-bisphosphate	C1(C(C(C(C(C1O)OP(=O)(O)O)O)OP(=O)(O)O)O)O
inositol-1-phosphate	C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O
iodide	[I-]
iodine	II
iso-nLc8Cer	CC(C)C1=CC=C(C=C1)N
isobutyryl-CoA	CC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
isobutyrylglycine	CC(C)C(=O)NCC(=O)O
isocaproic-aldehyde	
isocitrate	C(C(C(C(=O)O)O)C(=O)O)C(=O)O
isoleucine	CCC(C)C(C(=O)O)N
isomaltose	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O
isopentenyl-pPP	
isovaleryl-CoA	CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
isovalerylglycine	CC(C)CC(=O)NCC(=O)O
itaconate	C=C(CC(=O)O)C(=O)O
itaconyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=C)C(=O)O)O
keratan sulfate I	CCCCOC1=C(C=CC(=C1)CC2CNC(=O)N2)OC
keratan sulfate I biosynthesis, precursor 1	
keratan sulfate I biosynthesis, precursor 10	
keratan sulfate I biosynthesis, precursor 11	
keratan sulfate I biosynthesis, precursor 12	
keratan sulfate I biosynthesis, precursor 13	
keratan sulfate I biosynthesis, precursor 14	
keratan sulfate I biosynthesis, precursor 15	
keratan sulfate I biosynthesis, precursor 16	
keratan sulfate I biosynthesis, precursor 17	
keratan sulfate I biosynthesis, precursor 18	
keratan sulfate I biosynthesis, precursor 19	
keratan sulfate I biosynthesis, precursor 2	
keratan sulfate I biosynthesis, precursor 20	
keratan sulfate I biosynthesis, precursor 21	
keratan sulfate I biosynthesis, precursor 22	
keratan sulfate I biosynthesis, precursor 23	
keratan sulfate I biosynthesis, precursor 24	
keratan sulfate I biosynthesis, precursor 25	
keratan sulfate I biosynthesis, precursor 26	
keratan sulfate I biosynthesis, precursor 27	
keratan sulfate I biosynthesis, precursor 28	
keratan sulfate I biosynthesis, precursor 29	
keratan sulfate I biosynthesis, precursor 3	
keratan sulfate I biosynthesis, precursor 30	
keratan sulfate I biosynthesis, precursor 31	
keratan sulfate I biosynthesis, precursor 32	
keratan sulfate I biosynthesis, precursor 33	
keratan sulfate I biosynthesis, precursor 34	
keratan sulfate I biosynthesis, precursor 35	
keratan sulfate I biosynthesis, precursor 36	
keratan sulfate I biosynthesis, precursor 4	
keratan sulfate I biosynthesis, precursor 5	
keratan sulfate I biosynthesis, precursor 6	
keratan sulfate I biosynthesis, precursor 7	
keratan sulfate I biosynthesis, precursor 8	
keratan sulfate I biosynthesis, precursor 9	
keratan sulfate I, degradation product 1	
keratan sulfate I, degradation product 10	
keratan sulfate I, degradation product 11	
keratan sulfate I, degradation product 12	
keratan sulfate I, degradation product 13	
keratan sulfate I, degradation product 14	
keratan sulfate I, degradation product 15	
keratan sulfate I, degradation product 16	
keratan sulfate I, degradation product 17	
keratan sulfate I, degradation product 18	
keratan sulfate I, degradation product 19	
keratan sulfate I, degradation product 2	
keratan sulfate I, degradation product 20	
keratan sulfate I, degradation product 21	
keratan sulfate I, degradation product 22	
keratan sulfate I, degradation product 23	
keratan sulfate I, degradation product 24	
keratan sulfate I, degradation product 25	
keratan sulfate I, degradation product 26	
keratan sulfate I, degradation product 27	
keratan sulfate I, degradation product 28	
keratan sulfate I, degradation product 29	
keratan sulfate I, degradation product 3	
keratan sulfate I, degradation product 30	
keratan sulfate I, degradation product 31	
keratan sulfate I, degradation product 32	
keratan sulfate I, degradation product 33	
keratan sulfate I, degradation product 34	
keratan sulfate I, degradation product 35	
keratan sulfate I, degradation product 36	
keratan sulfate I, degradation product 37	
keratan sulfate I, degradation product 38	
keratan sulfate I, degradation product 39	
keratan sulfate I, degradation product 4	
keratan sulfate I, degradation product 40	
keratan sulfate I, degradation product 41	
keratan sulfate I, degradation product 5	
keratan sulfate I, degradation product 6	
keratan sulfate I, degradation product 7	
keratan sulfate I, degradation product 8	
keratan sulfate I, degradation product 9	
keratan sulfate II (core 2-linked)	
keratan sulfate II (core 2-linked), degradation product 1	
keratan sulfate II (core 2-linked), degradation product 2	
keratan sulfate II (core 2-linked), degradation product 3	
keratan sulfate II (core 2-linked), degradation product 4	
keratan sulfate II (core 2-linked), degradation product 5	
keratan sulfate II (core 2-linked), degradation product 6	
keratan sulfate II (core 2-linked), degradation product 7	
keratan sulfate II (core 2-linked), degradation product 8	
keratan sulfate II (core 2-linked), degradation product 9	
keratan sulfate II (core 4-linked)	
keratan sulfate II (core 4-linked), biosynthesis, precursor 1	
keratan sulfate II (core 4-linked), biosynthesis, precursor 10	
keratan sulfate II (core 4-linked), biosynthesis, precursor 2	
keratan sulfate II (core 4-linked), biosynthesis, precursor 3	
keratan sulfate II (core 4-linked), biosynthesis, precursor 4	
keratan sulfate II (core 4-linked), biosynthesis, precursor 5	
keratan sulfate II (core 4-linked), biosynthesis, precursor 6	
keratan sulfate II (core 4-linked), biosynthesis, precursor 7	
keratan sulfate II (core 4-linked), biosynthesis, precursor 8	
keratan sulfate II (core 4-linked), biosynthesis, precursor 9	
keratan sulfate II (core 4-linked), degradation product 1	
keratan sulfate II (core 4-linked), degradation product 2	
keratan sulfate II (core 4-linked), degradation product 3	
keratan sulfate II (core 4-linked), degradation product 4	
keratan sulfate II biosynthesis, precursor 1	
keratan sulfate II biosynthesis, precursor 10	
keratan sulfate II biosynthesis, precursor 2	
keratan sulfate II biosynthesis, precursor 3	
keratan sulfate II biosynthesis, precursor 4	
keratan sulfate II biosynthesis, precursor 5	
keratan sulfate II biosynthesis, precursor 6	
keratan sulfate II biosynthesis, precursor 7	
keratan sulfate II biosynthesis, precursor 8	
keratan sulfate II biosynthesis, precursor 9	
kinetensin	CCC(C)C(C(=O)NC(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CC1=CN=CN1)C(=O)N2CCCC2C(=O)NC(CC3=CC=C(C=C3)O)C(=O)NC(CC4=CC=CC=C4)C(=O)NC(CC(C)C)C(=O)O)N
kinetensin 1-3	CCC(C)C(C(=O)NC(C)C(=O)NC(CCCN=C(N)N)C(=O)O)N
kinetensin 1-7	CCC(C)C(C(=O)NC(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CC1=CN=CN1)C(=O)N2CCCC2C(=O)NC(CC3=CC=C(C=C3)O)C(=O)O)N
kinetensin 1-8	CCC(C)C(C(=O)NC(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CC1=CN=CN1)C(=O)N2CCCC2C(=O)NC(CC3=CC=C(C=C3)O)C(=O)NC(CC4=CC=CC=C4)C(=O)O)N
kinetensin 4-8	C1CC(N(C1)C(=O)C(CC2=CN=CN2)NC(=O)C(CCCN=C(N)N)N)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)NC(CC4=CC=CC=C4)C(=O)O
kynurenine	C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)N
l2fn2m2masn	
l2n2m2mn	
lactaldehyde	CC(C=O)O
lacto-N-fucopentaosyl-III-ceramide	
lactone form of nifedipine	
lactoneotetraosylceramide	
lactose	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O
lactose-6-phosphate	C(C1C(C(C(C(O1)O)O)O)OC2C(C(C(C(O2)COP(=O)(O)O)O)O)O)O
lanosterol	CC(CCC=C(C)C)C1CCC2(C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C)C
lathosterol	CC(C)CCCC(C)C1CCC2C1(CCC3C2=CCC4C3(CCC(C4)O)C)C
lauric acid	CCCCCCCCCCCC(=O)O
lauroyl-CoA	CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
lc3Cer	CCCCCCCCCCCCCC=CC(C(COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)OC3C(C(C(C(O3)CO)O)O)NC(=O)C)O)O)O)NC(=O)C)O
lc4Cer	
lepidimoide	CC1C(C(C(C(O1)O)OC2C(C(C=C(O2)C(=O)O)O)O)O)O
leucine	CC(C)CC(C(=O)O)N
leukoaminochrome	C1CNC2=CC(=C(C=C21)O)O
leukotriene A4	CCCCCC=CCC=CC=CC=CC1C(O1)CCCC(=O)O
leukotriene A5	
leukotriene B4	CCCCCC=CCC(C=CC=CC=CC(CCCC(=O)O)O)O
